line,type,full_match,label,id,title,URL,code
4385,SUBLVLI,3.	,Lid,3.,(beperking van gevaar voor letsel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.2_Paragraaf6.2.2_Artikel6.24_Lid3,C6_S6_2_P6_2_2_A6_24_SUB3
4386,SUBLVLI,4.	,Lid,4.,(beperking van gevaar voor letsel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.2_Paragraaf6.2.2_Artikel6.24_Lid4,C6_S6_2_P6_2_2_A6_24_SUB4
4387,SUBLVLI,5.	,Lid,5.,(beperking van gevaar voor letsel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.2_Paragraaf6.2.2_Artikel6.24_Lid5,C6_S6_2_P6_2_2_A6_24_SUB5
4388,MAINLVL,Afdeling 6.3. Asbestvezels en formaldehyde,Afdeling,6.3,Asbestvezels en formaldehyde,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.3,C6_S6_3
4389,MAINLVL,Artikel 6.25. (concentratie asbestvezels),Artikel,6.25,(concentratie asbestvezels),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.3_Artikel6.25,C6_S6_3_A6_25
4391,MAINLVL,Artikel 6.26. (concentratie formaldehyde),Artikel,6.26,(concentratie formaldehyde),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.3_Artikel6.26,C6_S6_3_A6_26
4393,MAINLVL,Afdeling 6.4. Energielabel,Afdeling,6.4,Energielabel,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.4,C6_S6_4
4394,MAINLVL,Artikel 6.27. (beschikbaarheid energielabel),Artikel,6.27,(beschikbaarheid energielabel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.4_Artikel6.27,C6_S6_4_A6_27
4395,SUBLVLI,1.	,Lid,1.,(beschikbaarheid energielabel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.4_Artikel6.27_Lid1,C6_S6_4_A6_27_SUB1
4396,SUBLVLI,2.	,Lid,2.,(beschikbaarheid energielabel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.4_Artikel6.27_Lid2,C6_S6_4_A6_27_SUB2
4397,SUBLVLI,3.	,Lid,3.,(beschikbaarheid energielabel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.4_Artikel6.27_Lid3,C6_S6_4_A6_27_SUB3
4398,SUBLVLI,4.	,Lid,4.,(beschikbaarheid energielabel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.4_Artikel6.27_Lid4,C6_S6_4_A6_27_SUB4
4399,SUBLVLI,5.	,Lid,5.,(beschikbaarheid energielabel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.4_Artikel6.27_Lid5,C6_S6_4_A6_27_SUB5
4400,MAINLVL,Artikel 6.28. (uitzonderingen energielabel),Artikel,6.28,(uitzonderingen energielabel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.4_Artikel6.28,C6_S6_4_A6_28
4410,MAINLVL,Artikel 6.29. (eisen aan het energielabel),Artikel,6.29,(eisen aan het energielabel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.4_Artikel6.29,C6_S6_4_A6_29
4411,SUBLVLI,1.	,Lid,1.,(eisen aan het energielabel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.4_Artikel6.29_Lid1,C6_S6_4_A6_29_SUB1
4415,SUBLVLI,2.	,Lid,2.,(eisen aan het energielabel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.4_Artikel6.29_Lid2,C6_S6_4_A6_29_SUB2
4416,SUBLVLI,3.	,Lid,3.,(eisen aan het energielabel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.4_Artikel6.29_Lid3,C6_S6_4_A6_29_SUB3
4417,SUBLVLI,4.	,Lid,4.,(eisen aan het energielabel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.4_Artikel6.29_Lid4,C6_S6_4_A6_29_SUB4
4418,MAINLVL,Artikel 6.30. (kenbaarheid energielabel),Artikel,6.30,(kenbaarheid energielabel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.4_Artikel6.30,C6_S6_4_A6_30
4419,SUBLVLI,1.	,Lid,1.,(kenbaarheid energielabel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.4_Artikel6.30_Lid1,C6_S6_4_A6_30_SUB1
4420,SUBLVLI,2.	,Lid,2.,(kenbaarheid energielabel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.4_Artikel6.30_Lid2,C6_S6_4_A6_30_SUB2
4423,MAINLVL,Artikel 6.31,Artikel,6.31,,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.4_Artikel6.31,C6_S6_4_A6_31
4425,MAINLVL,Afdeling 6.5. Bouwwerkinstallaties,Afdeling,6.5,Bouwwerkinstallaties,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5,C6_S6_5
4426,MAINLVL,§ 6.5.1. Brandveiligheidsinstallaties,§,6.5.1,Brandveiligheidsinstallaties,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.1,C6_S6_5_P6_5_1
4427,MAINLVL,Artikel 6.32. (brandmeldinstallatie),Artikel,6.32,(brandmeldinstallatie),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.1_Artikel6.32,C6_S6_5_P6_5_1_A6_32
4428,SUBLVLI,1.	,Lid,1.,(brandmeldinstallatie),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.1_Artikel6.32_Lid1,C6_S6_5_P6_5_1_A6_32_SUB1
4429,SUBLVLI,2.	,Lid,2.,(brandmeldinstallatie),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.1_Artikel6.32_Lid2,C6_S6_5_P6_5_1_A6_32_SUB2
4430,SUBLVLI,3.	,Lid,3.,(brandmeldinstallatie),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.1_Artikel6.32_Lid3,C6_S6_5_P6_5_1_A6_32_SUB3
4431,MAINLVL,Artikel 6.33. (ontruimingsalarminstallatie),Artikel,6.33,(ontruimingsalarminstallatie),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.1_Artikel6.33,C6_S6_5_P6_5_1_A6_33
4432,SUBLVLI,1.	,Lid,1.,(ontruimingsalarminstallatie),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.1_Artikel6.33_Lid1,C6_S6_5_P6_5_1_A6_33_SUB1
4433,SUBLVLI,2.	,Lid,2.,(ontruimingsalarminstallatie),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.1_Artikel6.33_Lid2,C6_S6_5_P6_5_1_A6_33_SUB2
4434,SUBLVLI,3.	,Lid,3.,(ontruimingsalarminstallatie),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.1_Artikel6.33_Lid3,C6_S6_5_P6_5_1_A6_33_SUB3
4435,MAINLVL,Artikel 6.34. (droge blusleiding),Artikel,6.34,(droge blusleiding),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.1_Artikel6.34,C6_S6_5_P6_5_1_A6_34
4437,MAINLVL,Artikel 6.35. (blustoestellen en brandslanghaspels),Artikel,6.35,(blustoestellen en brandslanghaspels),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.1_Artikel6.35,C6_S6_5_P6_5_1_A6_35
4438,SUBLVLI,1.	,Lid,1.,(blustoestellen en brandslanghaspels),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.1_Artikel6.35_Lid1,C6_S6_5_P6_5_1_A6_35_SUB1
4439,SUBLVLI,2.	,Lid,2.,(blustoestellen en brandslanghaspels),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.1_Artikel6.35_Lid2,C6_S6_5_P6_5_1_A6_35_SUB2
4440,MAINLVL,Artikel 6.36. (automatische brandblusinstallatie en rookbeheersingssysteem),Artikel,6.36,(automatische brandblusinstallatie en rookbeheersingssysteem),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.1_Artikel6.36,C6_S6_5_P6_5_1_A6_36
4441,SUBLVLI,1.	,Lid,1.,(automatische brandblusinstallatie en rookbeheersingssysteem),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.1_Artikel6.36_Lid1,C6_S6_5_P6_5_1_A6_36_SUB1
4442,SUBLVLI,2.	,Lid,2.,(automatische brandblusinstallatie en rookbeheersingssysteem),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.1_Artikel6.36_Lid2,C6_S6_5_P6_5_1_A6_36_SUB2
4443,SUBLVLI,3.	,Lid,3.,(automatische brandblusinstallatie en rookbeheersingssysteem),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.1_Artikel6.36_Lid3,C6_S6_5_P6_5_1_A6_36_SUB3
4444,MAINLVL,§ 6.5.2. Airconditioningsystemen,§,6.5.2,Airconditioningsystemen,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.2,C6_S6_5_P6_5_2
4445,MAINLVL,Artikel 6.37. (keuring van airconditioningsystemen),Artikel,6.37,(keuring van airconditioningsystemen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.2_Artikel6.37,C6_S6_5_P6_5_2_A6_37
4446,SUBLVLI,1.	,Lid,1.,(keuring van airconditioningsystemen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.2_Artikel6.37_Lid1,C6_S6_5_P6_5_2_A6_37_SUB1
4447,SUBLVLI,2.	,Lid,2.,(keuring van airconditioningsystemen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.2_Artikel6.37_Lid2,C6_S6_5_P6_5_2_A6_37_SUB2
4450,SUBLVLI,3.	,Lid,3.,(keuring van airconditioningsystemen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.2_Artikel6.37_Lid3,C6_S6_5_P6_5_2_A6_37_SUB3
4451,SUBLVLI,4.	,Lid,4.,(keuring van airconditioningsystemen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.2_Artikel6.37_Lid4,C6_S6_5_P6_5_2_A6_37_SUB4
4452,SUBLVLI,5.	,Lid,5.,(keuring van airconditioningsystemen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.2_Artikel6.37_Lid5,C6_S6_5_P6_5_2_A6_37_SUB5
4453,SUBLVLI,6.	,Lid,6.,(keuring van airconditioningsystemen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.2_Artikel6.37_Lid6,C6_S6_5_P6_5_2_A6_37_SUB6
4459,MAINLVL,§ 6.5.3. Stookinstallaties,§,6.5.3,Stookinstallaties,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.3,C6_S6_5_P6_5_3
4460,MAINLVL,Artikel 6.37a. (begrippen),Artikel,6.37a,(begrippen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.3_Artikel6.37a,C6_S6_5_P6_5_3_A6_37a
4462,MAINLVL,Artikel 6.38. (keuring van stookinstallaties),Artikel,6.38,(keuring van stookinstallaties),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.3_Artikel6.38,C6_S6_5_P6_5_3_A6_38
4463,SUBLVLI,1.	,Lid,1.,(keuring van stookinstallaties),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.3_Artikel6.38_Lid1,C6_S6_5_P6_5_3_A6_38_SUB1
4466,SUBLVLI,2.	,Lid,2.,(keuring van stookinstallaties),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.3_Artikel6.38_Lid2,C6_S6_5_P6_5_3_A6_38_SUB2
4467,SUBLVLI,3.	,Lid,3.,(keuring van stookinstallaties),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.3_Artikel6.38_Lid3,C6_S6_5_P6_5_3_A6_38_SUB3
4468,SUBLVLI,4.	,Lid,4.,(keuring van stookinstallaties),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.3_Artikel6.38_Lid4,C6_S6_5_P6_5_3_A6_38_SUB4
4469,SUBLVLI,5.	,Lid,5.,(keuring van stookinstallaties),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.3_Artikel6.38_Lid5,C6_S6_5_P6_5_3_A6_38_SUB5
4470,MAINLVL,"Artikel 6.39. (afstellen, onderhoud en rapportage)",Artikel,6.39,"(afstellen, onderhoud en rapportage)",https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.3_Artikel6.39,C6_S6_5_P6_5_3_A6_39
4471,SUBLVLI,1.	,Lid,1.,"(afstellen, onderhoud en rapportage)",https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.3_Artikel6.39_Lid1,C6_S6_5_P6_5_3_A6_39_SUB1
4476,SUBLVLI,2.	,Lid,2.,"(afstellen, onderhoud en rapportage)",https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.3_Artikel6.39_Lid2,C6_S6_5_P6_5_3_A6_39_SUB2
4479,SUBLVLI,3.	,Lid,3.,"(afstellen, onderhoud en rapportage)",https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.3_Artikel6.39_Lid3,C6_S6_5_P6_5_3_A6_39_SUB3
4480,SUBLVLI,4.	,Lid,4.,"(afstellen, onderhoud en rapportage)",https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.3_Artikel6.39_Lid4,C6_S6_5_P6_5_3_A6_39_SUB4
4481,MAINLVL,Artikel 6.39a. (verslag keuring),Artikel,6.39a,(verslag keuring),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.3_Artikel6.39a,C6_S6_5_P6_5_3_A6_39a
4482,SUBLVLI,1.	,Lid,1.,(verslag keuring),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.3_Artikel6.39a_Lid1,C6_S6_5_P6_5_3_A6_39a_SUB1
4483,SUBLVLI,2.	,Lid,2.,(verslag keuring),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.3_Artikel6.39a_Lid2,C6_S6_5_P6_5_3_A6_39a_SUB2
4496,SUBLVLI,3.	,Lid,3.,(verslag keuring),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.3_Artikel6.39a_Lid3,C6_S6_5_P6_5_3_A6_39a_SUB3
4497,MAINLVL,Artikel 6.40. (certificatie keuringsinstelling),Artikel,6.40,(certificatie keuringsinstelling),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.3_Artikel6.40,C6_S6_5_P6_5_3_A6_40
4499,MAINLVL,Artikel 6.41. (inzage in bescheiden),Artikel,6.41,(inzage in bescheiden),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.3_Artikel6.41,C6_S6_5_P6_5_3_A6_41
4500,SUBLVLI,1.	,Lid,1.,(inzage in bescheiden),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.3_Artikel6.41_Lid1,C6_S6_5_P6_5_3_A6_41_SUB1
4508,SUBLVLI,2.	,Lid,2.,(inzage in bescheiden),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.3_Artikel6.41_Lid2,C6_S6_5_P6_5_3_A6_41_SUB2
4509,SUBLVLI,3.	,Lid,3.,(inzage in bescheiden),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.3_Artikel6.41_Lid3,C6_S6_5_P6_5_3_A6_41_SUB3
4510,MAINLVL,§ 6.5.4. Verwarmingssystemen,§,6.5.4,Verwarmingssystemen,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.4,C6_S6_5_P6_5_4
4511,MAINLVL,Artikel 6.42. (keuring verwarmingssysteem),Artikel,6.42,(keuring verwarmingssysteem),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.4_Artikel6.42,C6_S6_5_P6_5_4_A6_42
4512,SUBLVLI,1.	,Lid,1.,(keuring verwarmingssysteem),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.4_Artikel6.42_Lid1,C6_S6_5_P6_5_4_A6_42_SUB1
4513,SUBLVLI,2.	,Lid,2.,(keuring verwarmingssysteem),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.4_Artikel6.42_Lid2,C6_S6_5_P6_5_4_A6_42_SUB2
4516,SUBLVLI,3.	,Lid,3.,(keuring verwarmingssysteem),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.4_Artikel6.42_Lid3,C6_S6_5_P6_5_4_A6_42_SUB3
4517,SUBLVLI,4.	,Lid,4.,(keuring verwarmingssysteem),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.4_Artikel6.42_Lid4,C6_S6_5_P6_5_4_A6_42_SUB4
4518,SUBLVLI,5.	,Lid,5.,(keuring verwarmingssysteem),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.4_Artikel6.42_Lid5,C6_S6_5_P6_5_4_A6_42_SUB5
4519,SUBLVLI,6.	,Lid,6.,(keuring verwarmingssysteem),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.4_Artikel6.42_Lid6,C6_S6_5_P6_5_4_A6_42_SUB6
4525,MAINLVL,Artikel 6.43. (overgangsrecht),Artikel,6.43,(overgangsrecht),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.4_Artikel6.43,C6_S6_5_P6_5_4_A6_43
4527,MAINLVL,§ 6.5.5. Gasverbrandingsinstallaties,§,6.5.5,Gasverbrandingsinstallaties,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.5,C6_S6_5_P6_5_5
4528,MAINLVL,Artikel 6.44. (definitie certificaathouder),Artikel,6.44,(definitie certificaathouder),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.5_Artikel6.44,C6_S6_5_P6_5_5_A6_44
4531,MAINLVL,"Artikel 6.45. (werkzaamheden aan verbrandingstoestellen, verbrandingsluchttoevoervoorzieningen en rookgasafvoervoorzieningen)",Artikel,6.45,"(werkzaamheden aan verbrandingstoestellen, verbrandingsluchttoevoervoorzieningen en rookgasafvoervoorzieningen)",https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.5_Artikel6.45,C6_S6_5_P6_5_5_A6_45
4532,SUBLVLI,1.	,Lid,1.,"(werkzaamheden aan verbrandingstoestellen, verbrandingsluchttoevoervoorzieningen en rookgasafvoervoorzieningen)",https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.5_Artikel6.45_Lid1,C6_S6_5_P6_5_5_A6_45_SUB1
4533,SUBLVLI,2.	,Lid,2.,"(werkzaamheden aan verbrandingstoestellen, verbrandingsluchttoevoervoorzieningen en rookgasafvoervoorzieningen)",https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.5_Artikel6.45_Lid2,C6_S6_5_P6_5_5_A6_45_SUB2
4538,SUBLVLI,3.	,Lid,3.,"(werkzaamheden aan verbrandingstoestellen, verbrandingsluchttoevoervoorzieningen en rookgasafvoervoorzieningen)",https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.5_Artikel6.45_Lid3,C6_S6_5_P6_5_5_A6_45_SUB3
4541,SUBLVLI,4.	,Lid,4.,"(werkzaamheden aan verbrandingstoestellen, verbrandingsluchttoevoervoorzieningen en rookgasafvoervoorzieningen)",https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.5_Artikel6.45_Lid4,C6_S6_5_P6_5_5_A6_45_SUB4
4542,MAINLVL,Artikel 6.46. (signalering (bijna-)ongevallen),Artikel,6.46,(signalering (bijna-)ongevallen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.5_Artikel6.46,C6_S6_5_P6_5_5_A6_46
4544,MAINLVL,Artikel 6.47. (beeldmerk),Artikel,6.47,(beeldmerk),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.5_Artikel6.47,C6_S6_5_P6_5_5_A6_47
4545,SUBLVLI,1.	,Lid,1.,(beeldmerk),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.5_Artikel6.47_Lid1,C6_S6_5_P6_5_5_A6_47_SUB1
4546,SUBLVLI,2.	,Lid,2.,(beeldmerk),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.5_Artikel6.47_Lid2,C6_S6_5_P6_5_5_A6_47_SUB2
4547,MAINLVL,"Artikel 6.48. (overgangsrecht: werkzaamheden aan verbrandingstoestellen, verbrandingsluchttoevoervoorzieningen en rookgasafvoervoorzieningen)",Artikel,6.48,"(overgangsrecht: werkzaamheden aan verbrandingstoestellen, verbrandingsluchttoevoervoorzieningen en rookgasafvoervoorzieningen)",https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk6_Afdeling6.5_Paragraaf6.5.5_Artikel6.48,C6_S6_5_P6_5_5_A6_48
4549,MAINLVL,Hoofdstuk 7. Bouw- en sloopwerkzaamheden,Hoofdstuk,7,Bouw- en sloopwerkzaamheden,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk7,C7
4550,MAINLVL,Afdeling 7.1. Bouw- en sloopwerkzaamheden aan bouwwerken,Afdeling,7.1,Bouw- en sloopwerkzaamheden aan bouwwerken,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk7_Afdeling7.1,C7_S7_1
4551,MAINLVL,§ 7.1.1. Algemeen,§,7.1.1,Algemeen,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk7_Afdeling7.1_Paragraaf7.1.1,C7_S7_1_P7_1_1
4552,MAINLVL,Artikel 7.1. (toepassingsbereik: activiteiten),Artikel,7.1,(toepassingsbereik: activiteiten),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk7_Afdeling7.1_Paragraaf7.1.1_Artikel7.1,C7_S7_1_P7_1_1_A7_1
4554,MAINLVL,Artikel 7.2. (toepassingsbereik: oogmerken),Artikel,7.2,(toepassingsbereik: oogmerken),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk7_Afdeling7.1_Paragraaf7.1.1_Artikel7.2,C7_S7_1_P7_1_1_A7_2
4559,MAINLVL,Artikel 7.3. (toepassingsbereik: normadressaat),Artikel,7.3,(toepassingsbereik: normadressaat),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk7_Afdeling7.1_Paragraaf7.1.1_Artikel7.3,C7_S7_1_P7_1_1_A7_3
4561,MAINLVL,Artikel 7.4. (specifieke zorgplicht),Artikel,7.4,(specifieke zorgplicht),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk7_Afdeling7.1_Paragraaf7.1.1_Artikel7.4,C7_S7_1_P7_1_1_A7_4
4562,SUBLVLI,1.	,Lid,1.,(specifieke zorgplicht),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk7_Afdeling7.1_Paragraaf7.1.1_Artikel7.4_Lid1,C7_S7_1_P7_1_1_A7_4_SUB1
4563,SUBLVLI,2.	,Lid,2.,(specifieke zorgplicht),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk7_Afdeling7.1_Paragraaf7.1.1_Artikel7.4_Lid2,C7_S7_1_P7_1_1_A7_4_SUB2
4564,MAINLVL,Artikel 7.5. (maatwerkvoorschriften),Artikel,7.5,(maatwerkvoorschriften),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk7_Afdeling7.1_Paragraaf7.1.1_Artikel7.5,C7_S7_1_P7_1_1_A7_5
4565,SUBLVLI,1.	,Lid,1.,(maatwerkvoorschriften),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk7_Afdeling7.1_Paragraaf7.1.1_Artikel7.5_Lid1,C7_S7_1_P7_1_1_A7_5_SUB1
4568,SUBLVLI,2.	,Lid,2.,(maatwerkvoorschriften),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk7_Afdeling7.1_Paragraaf7.1.1_Artikel7.5_Lid2,C7_S7_1_P7_1_1_A7_5_SUB2
