line,type,full_match,label,id,title,URL,code
836,MAINLVL,Afdeling 3.3. Gezondheid,Afdeling,3.3,Gezondheid,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3,C3_S3_3
837,MAINLVL,§ 3.3.1. Wering van vocht,§,3.3.1,Wering van vocht,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.1,C3_S3_3_P3_3_1
838,MAINLVL,Artikel 3.63. (aansturingsartikel),Artikel,3.63,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.1_Artikel3.63,C3_S3_3_P3_3_1_A3_63
839,SUBLVLI,1.	,Lid,1.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.1_Artikel3.63_Lid1,C3_S3_3_P3_3_1_A3_63_SUB1
840,SUBLVLI,2.	,Lid,2.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.1_Artikel3.63_Lid2,C3_S3_3_P3_3_1_A3_63_SUB2
841,CAPTION,Tabel 3.63,Tabel,3.63,,,
858,MAINLVL,Artikel 3.64. (wering van vocht van buiten),Artikel,3.64,(wering van vocht van buiten),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.1_Artikel3.64,C3_S3_3_P3_3_1_A3_64
859,SUBLVLI,1.	,Lid,1.,(wering van vocht van buiten),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.1_Artikel3.64_Lid1,C3_S3_3_P3_3_1_A3_64_SUB1
860,SUBLVLI,2.	,Lid,2.,(wering van vocht van buiten),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.1_Artikel3.64_Lid2,C3_S3_3_P3_3_1_A3_64_SUB2
861,SUBLVLI,3.	,Lid,3.,(wering van vocht van buiten),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.1_Artikel3.64_Lid3,C3_S3_3_P3_3_1_A3_64_SUB3
862,MAINLVL,Artikel 3.65. (wateropname),Artikel,3.65,(wateropname),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.1_Artikel3.65,C3_S3_3_P3_3_1_A3_65
864,MAINLVL,§ 3.3.2. Luchtverversing,§,3.3.2,Luchtverversing,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2,C3_S3_3_P3_3_2
865,MAINLVL,Artikel 3.66. (aansturingsartikel),Artikel,3.66,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.66,C3_S3_3_P3_3_2_A3_66
866,SUBLVLI,1.	,Lid,1.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.66_Lid1,C3_S3_3_P3_3_2_A3_66_SUB1
867,SUBLVLI,2.	,Lid,2.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.66_Lid2,C3_S3_3_P3_3_2_A3_66_SUB2
868,CAPTION,Tabel 3.66,Tabel,3.66,,,
907,MAINLVL,"Artikel 3.67. (luchtverversing verblijfsruimte, toiletruimte en badruimte)",Artikel,3.67,"(luchtverversing verblijfsruimte, toiletruimte en badruimte)",https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.67,C3_S3_3_P3_3_2_A3_67
908,SUBLVLI,1.	,Lid,1.,"(luchtverversing verblijfsruimte, toiletruimte en badruimte)",https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.67_Lid1,C3_S3_3_P3_3_2_A3_67_SUB1
909,SUBLVLI,2.	,Lid,2.,"(luchtverversing verblijfsruimte, toiletruimte en badruimte)",https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.67_Lid2,C3_S3_3_P3_3_2_A3_67_SUB2
910,SUBLVLI,3.	,Lid,3.,"(luchtverversing verblijfsruimte, toiletruimte en badruimte)",https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.67_Lid3,C3_S3_3_P3_3_2_A3_67_SUB3
911,SUBLVLI,4.	,Lid,4.,"(luchtverversing verblijfsruimte, toiletruimte en badruimte)",https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.67_Lid4,C3_S3_3_P3_3_2_A3_67_SUB4
912,SUBLVLI,5.	,Lid,5.,"(luchtverversing verblijfsruimte, toiletruimte en badruimte)",https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.67_Lid5,C3_S3_3_P3_3_2_A3_67_SUB5
913,SUBLVLI,6.	,Lid,6.,"(luchtverversing verblijfsruimte, toiletruimte en badruimte)",https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.67_Lid6,C3_S3_3_P3_3_2_A3_67_SUB6
916,SUBLVLI,7.	,Lid,7.,"(luchtverversing verblijfsruimte, toiletruimte en badruimte)",https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.67_Lid7,C3_S3_3_P3_3_2_A3_67_SUB7
917,MAINLVL,Artikel 3.68. (luchtverversing overige ruimten),Artikel,3.68,(luchtverversing overige ruimten),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.68,C3_S3_3_P3_3_2_A3_68
918,SUBLVLI,1.	,Lid,1.,(luchtverversing overige ruimten),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.68_Lid1,C3_S3_3_P3_3_2_A3_68_SUB1
919,SUBLVLI,2.	,Lid,2.,(luchtverversing overige ruimten),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.68_Lid2,C3_S3_3_P3_3_2_A3_68_SUB2
920,SUBLVLI,3.	,Lid,3.,(luchtverversing overige ruimten),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.68_Lid3,C3_S3_3_P3_3_2_A3_68_SUB3
921,SUBLVLI,4.	,Lid,4.,(luchtverversing overige ruimten),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.68_Lid4,C3_S3_3_P3_3_2_A3_68_SUB4
922,SUBLVLI,5.	,Lid,5.,(luchtverversing overige ruimten),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.68_Lid5,C3_S3_3_P3_3_2_A3_68_SUB5
923,MAINLVL,Artikel 3.69. (luchtkwaliteit: plaats van de uitmonding),Artikel,3.69,(luchtkwaliteit: plaats van de uitmonding),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.69,C3_S3_3_P3_3_2_A3_69
927,MAINLVL,Artikel 3.70. (luchtkwaliteit: toevoer van ventilatielucht),Artikel,3.70,(luchtkwaliteit: toevoer van ventilatielucht),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.70,C3_S3_3_P3_3_2_A3_70
928,SUBLVLI,1.	,Lid,1.,(luchtkwaliteit: toevoer van ventilatielucht),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.70_Lid1,C3_S3_3_P3_3_2_A3_70_SUB1
929,SUBLVLI,2.	,Lid,2.,(luchtkwaliteit: toevoer van ventilatielucht),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.70_Lid2,C3_S3_3_P3_3_2_A3_70_SUB2
930,SUBLVLI,3.	,Lid,3.,(luchtkwaliteit: toevoer van ventilatielucht),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.70_Lid3,C3_S3_3_P3_3_2_A3_70_SUB3
931,MAINLVL,Artikel 3.71. (luchtkwaliteit: afvoer van binnenlucht),Artikel,3.71,(luchtkwaliteit: afvoer van binnenlucht),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.71,C3_S3_3_P3_3_2_A3_71
932,SUBLVLI,1.	,Lid,1.,(luchtkwaliteit: afvoer van binnenlucht),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.71_Lid1,C3_S3_3_P3_3_2_A3_71_SUB1
933,SUBLVLI,2.	,Lid,2.,(luchtkwaliteit: afvoer van binnenlucht),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.71_Lid2,C3_S3_3_P3_3_2_A3_71_SUB2
937,SUBLVLI,3.	,Lid,3.,(luchtkwaliteit: afvoer van binnenlucht),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.71_Lid3,C3_S3_3_P3_3_2_A3_71_SUB3
938,SUBLVLI,4.	,Lid,4.,(luchtkwaliteit: afvoer van binnenlucht),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.2_Artikel3.71_Lid4,C3_S3_3_P3_3_2_A3_71_SUB4
939,MAINLVL,§ 3.3.3. Spuivoorziening,§,3.3.3,Spuivoorziening,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.3,C3_S3_3_P3_3_3
940,MAINLVL,Artikel 3.72. (aansturingsartikel),Artikel,3.72,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.3_Artikel3.72,C3_S3_3_P3_3_3_A3_72
941,SUBLVLI,1.	,Lid,1.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.3_Artikel3.72_Lid1,C3_S3_3_P3_3_3_A3_72_SUB1
942,SUBLVLI,2.	,Lid,2.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.3_Artikel3.72_Lid2,C3_S3_3_P3_3_3_A3_72_SUB2
943,CAPTION,Tabel 3.72,Tabel,3.72,,,
954,MAINLVL,Artikel 3.73. (capaciteit spuivoorziening),Artikel,3.73,(capaciteit spuivoorziening),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.3_Artikel3.73,C3_S3_3_P3_3_3_A3_73
955,SUBLVLI,1.	,Lid,1.,(capaciteit spuivoorziening),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.3_Artikel3.73_Lid1,C3_S3_3_P3_3_3_A3_73_SUB1
956,SUBLVLI,2.	,Lid,2.,(capaciteit spuivoorziening),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.3_Artikel3.73_Lid2,C3_S3_3_P3_3_3_A3_73_SUB2
957,SUBLVLI,3.	,Lid,3.,(capaciteit spuivoorziening),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.3_Artikel3.73_Lid3,C3_S3_3_P3_3_3_A3_73_SUB3
958,MAINLVL,§ 3.3.4. Afvoer van rookgas en toevoer van verbrandingslucht,§,3.3.4,Afvoer van rookgas en toevoer van verbrandingslucht,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.4,C3_S3_3_P3_3_4
959,MAINLVL,Artikel 3.74. (aansturingsartikel),Artikel,3.74,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.4_Artikel3.74,C3_S3_3_P3_3_4_A3_74
960,SUBLVLI,1.	,Lid,1.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.4_Artikel3.74_Lid1,C3_S3_3_P3_3_4_A3_74_SUB1
961,SUBLVLI,2.	,Lid,2.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.4_Artikel3.74_Lid2,C3_S3_3_P3_3_4_A3_74_SUB2
962,CAPTION,Tabel 3.74,Tabel,3.74,,,
969,MAINLVL,Artikel 3.75. (aanwezigheid),Artikel,3.75,(aanwezigheid),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.4_Artikel3.75,C3_S3_3_P3_3_4_A3_75
970,SUBLVLI,1.	,Lid,1.,(aanwezigheid),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.4_Artikel3.75_Lid1,C3_S3_3_P3_3_4_A3_75_SUB1
971,SUBLVLI,2.	,Lid,2.,(aanwezigheid),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.4_Artikel3.75_Lid2,C3_S3_3_P3_3_4_A3_75_SUB2
972,MAINLVL,Artikel 3.76. (capaciteit: afvoer van rookgas),Artikel,3.76,(capaciteit: afvoer van rookgas),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.4_Artikel3.76,C3_S3_3_P3_3_4_A3_76
973,SUBLVLI,1.	,Lid,1.,(capaciteit: afvoer van rookgas),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.4_Artikel3.76_Lid1,C3_S3_3_P3_3_4_A3_76_SUB1
974,SUBLVLI,2.	,Lid,2.,(capaciteit: afvoer van rookgas),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.4_Artikel3.76_Lid2,C3_S3_3_P3_3_4_A3_76_SUB2
975,SUBLVLI,3.	,Lid,3.,(capaciteit: afvoer van rookgas),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.4_Artikel3.76_Lid3,C3_S3_3_P3_3_4_A3_76_SUB3
976,SUBLVLI,4.	,Lid,4.,(capaciteit: afvoer van rookgas),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.4_Artikel3.76_Lid4,C3_S3_3_P3_3_4_A3_76_SUB4
977,MAINLVL,Artikel 3.77. (capaciteit: toevoer van verbrandingslucht),Artikel,3.77,(capaciteit: toevoer van verbrandingslucht),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.4_Artikel3.77,C3_S3_3_P3_3_4_A3_77
978,SUBLVLI,1.	,Lid,1.,(capaciteit: toevoer van verbrandingslucht),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.4_Artikel3.77_Lid1,C3_S3_3_P3_3_4_A3_77_SUB1
979,SUBLVLI,2.	,Lid,2.,(capaciteit: toevoer van verbrandingslucht),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.4_Artikel3.77_Lid2,C3_S3_3_P3_3_4_A3_77_SUB2
980,SUBLVLI,3.	,Lid,3.,(capaciteit: toevoer van verbrandingslucht),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.4_Artikel3.77_Lid3,C3_S3_3_P3_3_4_A3_77_SUB3
981,MAINLVL,Artikel 3.78. (rookdoorlatendheid),Artikel,3.78,(rookdoorlatendheid),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.4_Artikel3.78,C3_S3_3_P3_3_4_A3_78
983,MAINLVL,§ 3.3.5. Bescherming tegen ratten en muizen,§,3.3.5,Bescherming tegen ratten en muizen,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.5,C3_S3_3_P3_3_5
984,MAINLVL,Artikel 3.79. (aansturingsartikel),Artikel,3.79,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.5_Artikel3.79,C3_S3_3_P3_3_5_A3_79
985,SUBLVLI,1.	,Lid,1.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.5_Artikel3.79_Lid1,C3_S3_3_P3_3_5_A3_79_SUB1
986,SUBLVLI,2.	,Lid,2.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.5_Artikel3.79_Lid2,C3_S3_3_P3_3_5_A3_79_SUB2
987,CAPTION,Tabel 3.79,Tabel,3.79,,,
1004,MAINLVL,Artikel 3.80. (openingen),Artikel,3.80,(openingen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.5_Artikel3.80,C3_S3_3_P3_3_5_A3_80
1005,SUBLVLI,1.	,Lid,1.,(openingen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.5_Artikel3.80_Lid1,C3_S3_3_P3_3_5_A3_80_SUB1
1009,SUBLVLI,2.	,Lid,2.,(openingen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.5_Artikel3.80_Lid2,C3_S3_3_P3_3_5_A3_80_SUB2
1010,MAINLVL,§ 3.3.6. Daglicht,§,3.3.6,Daglicht,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.6,C3_S3_3_P3_3_6
1011,MAINLVL,Artikel 3.81. (aansturingsartikel),Artikel,3.81,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.6_Artikel3.81,C3_S3_3_P3_3_6_A3_81
1012,SUBLVLI,1.	,Lid,1.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.6_Artikel3.81_Lid1,C3_S3_3_P3_3_6_A3_81_SUB1
1013,SUBLVLI,2.	,Lid,2.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.6_Artikel3.81_Lid2,C3_S3_3_P3_3_6_A3_81_SUB2
1014,CAPTION,Tabel 3.81,Tabel,3.81,,,
1035,MAINLVL,Artikel 3.82. (daglichtoppervlakte),Artikel,3.82,(daglichtoppervlakte),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.6_Artikel3.82,C3_S3_3_P3_3_6_A3_82
1036,SUBLVLI,1.	,Lid,1.,(daglichtoppervlakte),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.6_Artikel3.82_Lid1,C3_S3_3_P3_3_6_A3_82_SUB1
1037,SUBLVLI,2.	,Lid,2.,(daglichtoppervlakte),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.6_Artikel3.82_Lid2,C3_S3_3_P3_3_6_A3_82_SUB2
1041,SUBLVLI,3.	,Lid,3.,(daglichtoppervlakte),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.6_Artikel3.82_Lid3,C3_S3_3_P3_3_6_A3_82_SUB3
1042,SUBLVLI,4.	,Lid,4.,(daglichtoppervlakte),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.6_Artikel3.82_Lid4,C3_S3_3_P3_3_6_A3_82_SUB4
1043,SUBLVLI,5.	,Lid,5.,(daglichtoppervlakte),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.6_Artikel3.82_Lid5,C3_S3_3_P3_3_6_A3_82_SUB5
1044,SUBLVLI,6.	,Lid,6.,(daglichtoppervlakte),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.6_Artikel3.82_Lid6,C3_S3_3_P3_3_6_A3_82_SUB6
1045,SUBLVLI,7.	,Lid,7.,(daglichtoppervlakte),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.6_Artikel3.82_Lid7,C3_S3_3_P3_3_6_A3_82_SUB7
1046,SUBLVLI,8.	,Lid,8.,(daglichtoppervlakte),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.3_Paragraaf3.3.6_Artikel3.82_Lid8,C3_S3_3_P3_3_6_A3_82_SUB8
1047,MAINLVL,Afdeling 3.4. Duurzaamheid,Afdeling,3.4,Duurzaamheid,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.4,C3_S3_4
1048,MAINLVL,§ 3.4.1. Energiezuinigheid,§,3.4.1,Energiezuinigheid,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.4_Paragraaf3.4.1,C3_S3_4_P3_4_1
1049,MAINLVL,Artikel 3.83. (aansturingsartikel),Artikel,3.83,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.4_Paragraaf3.4.1_Artikel3.83,C3_S3_4_P3_4_1_A3_83
1050,SUBLVLI,1.	,Lid,1.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.4_Paragraaf3.4.1_Artikel3.83_Lid1,C3_S3_4_P3_4_1_A3_83_SUB1
1051,SUBLVLI,2.	,Lid,2.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.4_Paragraaf3.4.1_Artikel3.83_Lid2,C3_S3_4_P3_4_1_A3_83_SUB2
1052,CAPTION,Tabel 3.83,Tabel,3.83,,,
1066,MAINLVL,Artikel 3.84. (maatregelen ter verduurzaming van het energiegebruik),Artikel,3.84,(maatregelen ter verduurzaming van het energiegebruik),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.4_Paragraaf3.4.1_Artikel3.84,C3_S3_4_P3_4_1_A3_84
1067,SUBLVLI,1.	,Lid,1.,(maatregelen ter verduurzaming van het energiegebruik),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.4_Paragraaf3.4.1_Artikel3.84_Lid1,C3_S3_4_P3_4_1_A3_84_SUB1
1068,SUBLVLI,2.	,Lid,2.,(maatregelen ter verduurzaming van het energiegebruik),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.4_Paragraaf3.4.1_Artikel3.84_Lid2,C3_S3_4_P3_4_1_A3_84_SUB2
1072,SUBLVLI,3.	,Lid,3.,(maatregelen ter verduurzaming van het energiegebruik),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.4_Paragraaf3.4.1_Artikel3.84_Lid3,C3_S3_4_P3_4_1_A3_84_SUB3
1076,SUBLVLI,4.	,Lid,4.,(maatregelen ter verduurzaming van het energiegebruik),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.4_Paragraaf3.4.1_Artikel3.84_Lid4,C3_S3_4_P3_4_1_A3_84_SUB4
1077,SUBLVLI,5.	,Lid,5.,(maatregelen ter verduurzaming van het energiegebruik),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.4_Paragraaf3.4.1_Artikel3.84_Lid5,C3_S3_4_P3_4_1_A3_84_SUB5
1078,SUBLVLI,6.	,Lid,6.,(maatregelen ter verduurzaming van het energiegebruik),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.4_Paragraaf3.4.1_Artikel3.84_Lid6,C3_S3_4_P3_4_1_A3_84_SUB6
1079,SUBLVLI,7.	,Lid,7.,(maatregelen ter verduurzaming van het energiegebruik),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.4_Paragraaf3.4.1_Artikel3.84_Lid7,C3_S3_4_P3_4_1_A3_84_SUB7
1080,SUBLVLI,8.	,Lid,8.,(maatregelen ter verduurzaming van het energiegebruik),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.4_Paragraaf3.4.1_Artikel3.84_Lid8,C3_S3_4_P3_4_1_A3_84_SUB8
1081,MAINLVL,Artikel 3.84a. (gegevens en bescheiden maatregelen ter verduurzaming van het energiegebruik),Artikel,3.84a,(gegevens en bescheiden maatregelen ter verduurzaming van het energiegebruik),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.4_Paragraaf3.4.1_Artikel3.84a,C3_S3_4_P3_4_1_A3_84a
1082,SUBLVLI,1.	,Lid,1.,(gegevens en bescheiden maatregelen ter verduurzaming van het energiegebruik),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.4_Paragraaf3.4.1_Artikel3.84a_Lid1,C3_S3_4_P3_4_1_A3_84a_SUB1
1090,SUBLVLI,2.	,Lid,2.,(gegevens en bescheiden maatregelen ter verduurzaming van het energiegebruik),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk3_Afdeling3.4_Paragraaf3.4.1_Artikel3.84a_Lid2,C3_S3_4_P3_4_1_A3_84a_SUB2
